Frame,Timestamp,Width_px,Height_px,Depth_cm,Category,Confidence,X1,Y1,X2,Y2,Priority
56,2.24,207,126,18.9,deep,0.899,0,410,207,536,4
56,2.24,248,151,19.9,deep,0.898,0,492,248,643,4
57,2.28,165,104,20.5,very_deep,0.878,0,333,165,437,5
57,2.28,207,130,19.3,deep,0.888,0,416,207,546,4
57,2.28,250,155,16.8,deep,0.887,0,500,250,655,4
58,2.32,168,86,18.6,deep,0.862,995,451,1163,537,4
58,2.32,156,103,20.1,very_deep,0.854,0,343,156,446,5
58,2.32,214,109,17.9,deep,0.869,1243,563,1457,672,4
58,2.32,202,127,19.4,deep,0.868,0,430,202,557,4
58,2.32,256,130,17.9,deep,0.869,1492,676,1748,806,4
58,2.32,242,154,19.5,deep,0.863,0,516,242,670,4
59,2.36,148,105,18.2,deep,0.915,0,346,148,451,4
59,2.36,90,45,19.4,deep,0.571,685,302,775,347,4
59,2.36,186,134,18.6,deep,0.917,0,431,186,565,4
59,2.36,223,159,18.2,deep,0.918,0,518,223,677,4
59,2.36,135,68,20.0,deep,0.560,1028,453,1163,521,4
60,2.40,141,108,16.9,deep,0.920,0,348,141,456,4
60,2.40,175,135,16.9,deep,0.918,0,436,175,571,4
60,2.40,211,162,19.8,deep,0.918,0,523,211,685,4
61,2.44,138,108,20.3,very_deep,0.916,0,353,138,461,5
61,2.44,179,92,19.8,deep,0.859,1018,478,1197,570,4
61,2.44,173,134,18.3,deep,0.915,0,443,173,577,4
61,2.44,225,114,18.9,deep,0.853,1272,598,1497,712,4
61,2.44,208,161,19.4,deep,0.917,0,531,208,692,4
61,2.44,270,137,16.7,deep,0.857,1527,718,1797,855,4
62,2.48,178,95,16.6,deep,0.913,1040,490,1218,585,4
62,2.48,132,115,17.7,deep,0.846,0,363,132,478,4
62,2.48,221,116,19.5,deep,0.900,1302,615,1523,731,4
62,2.48,165,143,18.8,deep,0.843,0,455,165,598,4
62,2.48,266,139,17.4,deep,0.895,1562,738,1828,877,4
62,2.48,198,173,17.7,deep,0.846,0,545,198,718,4
63,2.52,183,106,19.2,deep,0.830,1050,500,1233,606,4
63,2.52,120,112,22.0,very_deep,0.761,0,371,120,483,5
63,2.52,229,132,19.5,deep,0.817,1313,626,1542,758,4
63,2.52,150,140,19.4,deep,0.752,0,463,150,603,4
63,2.52,276,159,17.0,deep,0.813,1576,751,1852,910,4
63,2.52,180,168,19.2,deep,0.748,0,557,180,725,4
64,2.56,186,107,17.5,deep,0.894,1057,508,1243,615,4
64,2.56,116,112,20.0,very_deep,0.839,0,376,116,488,5
64,2.56,96,50,18.9,deep,0.752,695,322,791,372,4
64,2.56,232,130,18.4,deep,0.899,1323,638,1555,768,4
64,2.56,147,140,21.2,very_deep,0.844,0,471,147,611,5
64,2.56,122,64,20.3,very_deep,0.743,868,402,990,466,5
64,2.56,278,156,17.9,deep,0.901,1587,766,1865,922,4
64,2.56,177,167,20.4,very_deep,0.849,0,566,177,733,5
64,2.56,145,77,19.3,deep,0.746,1042,483,1187,560,4
65,2.60,195,113,18.4,deep,0.881,1082,532,1277,645,4
65,2.60,96,112,24.4,very_deep,0.308,0,388,96,500,5
65,2.60,244,142,17.0,deep,0.877,1353,665,1597,807,4
65,2.60,294,168,16.3,deep,0.875,1623,800,1917,968,4
66,2.64,186,123,19.0,deep,0.899,1091,548,1277,671,4
66,2.64,92,89,23.8,very_deep,0.511,0,396,92,485,5
66,2.64,232,154,18.0,deep,0.897,1365,686,1597,840,4
66,2.64,116,110,21.1,very_deep,0.479,0,495,116,605,5
66,2.64,131,174,25.4,critical,0.379,331,588,462,762,6
66,2.64,280,184,17.9,deep,0.896,1637,823,1917,1007,4
66,2.64,141,133,20.7,very_deep,0.466,0,593,141,726,5
66,2.64,157,209,23.9,very_deep,0.423,398,706,555,915,5
67,2.68,171,128,20.2,very_deep,0.881,1105,555,1276,683,5
67,2.68,78,91,24.2,very_deep,0.453,0,402,78,493,5
67,2.68,108,138,25.2,critical,0.406,258,478,366,616,6
67,2.68,215,163,20.2,very_deep,0.884,1381,692,1596,855,5
67,2.68,96,114,20.9,very_deep,0.448,0,502,96,616,5
67,2.68,134,172,21.7,very_deep,0.447,323,598,457,770,5
67,2.68,258,195,16.8,deep,0.890,1657,831,1915,1026,4
67,2.68,160,205,21.9,very_deep,0.489,388,718,548,923,5
67,2.68,116,137,23.6,very_deep,0.455,0,603,116,740,5
68,2.72,153,133,19.9,deep,0.887,1125,582,1278,715,4
68,2.72,191,166,17.5,deep,0.879,1407,727,1598,893,4
68,2.72,230,199,18.9,deep,0.877,1688,873,1918,1072,4
69,2.76,137,121,21.0,very_deep,0.760,1143,591,1280,712,5
69,2.76,47,56,23.6,very_deep,0.314,0,415,47,471,5
69,2.76,170,150,20.6,very_deep,0.740,1430,741,1600,891,5
69,2.76,60,68,22.7,very_deep,0.303,0,520,60,588,5
69,2.76,203,180,18.4,deep,0.748,1717,890,1920,1070,4
70,2.80,116,105,17.6,deep,0.877,1161,613,1277,718,4
70,2.80,145,131,18.9,deep,0.868,1451,767,1596,898,4
70,2.80,175,157,17.4,deep,0.869,1741,921,1916,1078,4
71,2.84,100,92,21.0,very_deep,0.721,1177,625,1277,717,5
71,2.84,124,115,21.4,very_deep,0.700,1472,782,1596,897,5
71,2.84,150,139,19.8,deep,0.707,1766,938,1916,1077,4
72,2.88,66,53,20.5,very_deep,0.569,1212,667,1278,720,5
72,2.88,82,64,21.0,very_deep,0.561,1516,836,1598,900,5
72,2.88,98,78,22.6,very_deep,0.562,1820,1002,1918,1080,5
78,3.12,213,130,19.4,deep,0.709,1067,490,1280,620,4
78,3.12,263,158,18.7,deep,0.700,1335,615,1598,773,4
78,3.12,319,190,17.9,deep,0.703,1601,738,1920,928,4
79,3.16,141,71,20.1,very_deep,0.780,741,421,882,492,5
79,3.16,203,145,21.0,very_deep,0.752,1077,496,1280,641,5
79,3.16,254,180,19.0,deep,0.747,1346,621,1600,801,4
79,3.16,304,215,17.7,deep,0.747,1616,746,1920,961,4
80,3.20,200,142,21.3,very_deep,0.705,1078,508,1278,650,5
80,3.20,250,176,18.8,deep,0.700,1348,636,1598,812,4
80,3.20,300,214,17.8,deep,0.701,1618,762,1918,976,4
81,3.24,182,145,19.2,deep,0.717,1096,515,1278,660,4
81,3.24,228,182,21.4,very_deep,0.698,1370,643,1598,825,5
81,3.24,272,217,21.3,very_deep,0.701,1645,773,1917,990,5
82,3.28,165,143,22.4,very_deep,0.691,1115,535,1280,678,5
82,3.28,208,180,18.6,deep,0.703,1392,668,1600,848,4
82,3.28,249,218,21.1,very_deep,0.704,1671,800,1920,1018,5
83,3.32,167,84,17.9,deep,0.849,748,453,915,537,4
83,3.32,150,129,19.4,deep,0.716,1128,552,1278,681,4
83,3.32,208,105,18.0,deep,0.849,937,567,1145,672,4
83,3.32,187,161,22.0,very_deep,0.700,1411,690,1598,851,5
83,3.32,248,126,18.3,deep,0.851,1125,681,1373,807,4
83,3.32,226,194,18.9,deep,0.718,1692,827,1918,1021,4
84,3.36,148,143,21.2,very_deep,0.634,1130,550,1278,693,5
84,3.36,187,178,19.4,deep,0.609,1413,688,1600,866,4
84,3.36,223,214,22.2,very_deep,0.614,1697,826,1920,1040,5
85,3.40,170,89,16.9,deep,0.889,763,481,933,570,4
85,3.40,300,156,17.0,deep,0.781,978,301,1278,457,4
85,3.40,122,124,24.7,very_deep,0.403,1156,577,1278,701,5
85,3.40,212,111,19.2,deep,0.886,955,602,1167,713,4
85,3.40,375,194,18.5,deep,0.760,1223,377,1598,571,4
85,3.40,153,152,25.1,critical,0.330,1445,723,1598,875,6
85,3.40,254,134,16.7,deep,0.885,1147,722,1401,856,4
85,3.40,450,234,19.5,deep,0.764,1468,452,1918,686,4
85,3.40,182,183,24.0,very_deep,0.332,1735,867,1917,1050,5
86,3.44,170,87,16.9,deep,0.918,772,486,942,573,4
86,3.44,293,158,18.4,deep,0.699,985,302,1278,460,4
86,3.44,104,130,21.9,very_deep,0.387,1173,578,1277,708,5
86,3.44,213,109,18.7,deep,0.919,965,607,1178,716,4
86,3.44,368,198,20.0,very_deep,0.675,1230,378,1598,576,5
86,3.44,132,159,23.5,very_deep,0.386,1466,731,1598,890,5
86,3.44,258,132,17.3,deep,0.919,1157,728,1415,860,4
86,3.44,442,236,20.3,very_deep,0.676,1476,455,1918,691,5
86,3.44,160,190,24.9,very_deep,0.390,1758,877,1918,1067,5
87,3.48,179,93,19.1,deep,0.853,772,493,951,586,4
87,3.48,292,161,17.3,deep,0.727,986,301,1278,462,4
87,3.48,94,110,23.5,very_deep,0.302,1186,602,1280,712,5
87,3.48,221,115,17.2,deep,0.851,967,617,1188,732,4
87,3.48,365,201,16.9,deep,0.716,1233,377,1598,578,4
87,3.48,266,139,20.0,deep,0.854,1161,741,1427,880,4
87,3.48,437,241,19.9,deep,0.722,1481,452,1918,693,4
88,3.52,185,99,19.4,deep,0.922,781,511,966,610,4
88,3.52,287,154,18.9,deep,0.659,993,312,1280,466,4
88,3.52,231,123,16.4,deep,0.926,976,638,1207,761,4
88,3.52,357,192,18.5,deep,0.656,1243,390,1600,582,4
88,3.52,276,147,18.5,deep,0.927,1172,766,1448,913,4
88,3.52,427,231,20.3,very_deep,0.655,1493,467,1920,698,5
89,3.56,191,111,16.5,deep,0.918,787,517,978,628,4
89,3.56,276,154,21.8,very_deep,0.580,1002,316,1278,470,5
89,3.56,240,136,16.7,deep,0.913,985,647,1225,783,4
89,3.56,345,192,20.1,very_deep,0.574,1253,395,1598,587,5
89,3.56,288,166,18.8,deep,0.916,1182,776,1470,942,4
89,3.56,415,230,19.3,deep,0.581,1503,475,1918,705,4
90,3.60,197,110,17.9,deep,0.873,795,528,992,638,4
90,3.60,273,151,20.5,very_deep,0.585,1007,320,1280,471,5
90,3.60,251,138,17.5,deep,0.874,991,660,1242,798,4
90,3.60,338,189,20.1,very_deep,0.565,1262,401,1600,590,5
90,3.60,301,166,18.7,deep,0.875,1190,792,1491,958,4
90,3.60,407,226,20.9,very_deep,0.568,1513,481,1920,707,5
91,3.64,218,109,17.5,deep,0.917,783,541,1001,650,4
91,3.64,258,150,18.7,deep,0.657,1020,325,1278,475,4
91,3.64,70,43,21.8,very_deep,0.356,1210,530,1280,573,5
91,3.64,265,135,19.5,deep,0.924,987,677,1252,812,4
91,3.64,323,187,18.3,deep,0.655,1275,406,1598,593,4
91,3.64,88,55,23.2,very_deep,0.319,1512,662,1600,717,5
91,3.64,319,163,16.5,deep,0.924,1183,812,1502,975,4
91,3.64,390,225,18.8,deep,0.647,1528,487,1918,712,4
91,3.64,104,65,23.9,very_deep,0.332,1816,795,1920,860,5
92,3.68,207,111,18.1,deep,0.916,805,566,1012,677,4
92,3.68,251,158,19.0,deep,0.665,1026,330,1277,488,4
92,3.68,45,40,21.8,very_deep,0.395,1235,551,1280,591,5
92,3.68,260,140,17.6,deep,0.918,1006,707,1266,847,4
92,3.68,317,188,19.1,deep,0.665,1281,410,1598,598,4
92,3.68,57,50,23.0,very_deep,0.387,1543,690,1600,740,5
92,3.68,314,167,18.0,deep,0.916,1207,850,1521,1017,4
92,3.68,382,226,18.4,deep,0.650,1536,492,1918,718,4
92,3.68,68,59,24.2,very_deep,0.396,1852,828,1920,887,5
93,3.72,224,127,19.9,deep,0.925,807,575,1031,702,4
93,3.72,249,157,20.0,very_deep,0.621,1028,333,1277,490,5
93,3.72,134,76,24.1,very_deep,0.323,1,591,135,667,5
93,3.72,275,158,17.4,deep,0.936,1013,720,1288,878,4
93,3.72,317,197,20.0,very_deep,0.627,1283,415,1600,612,5
93,3.72,169,93,24.7,very_deep,0.305,1,740,170,833,5
93,3.72,329,190,17.7,deep,0.936,1216,863,1545,1053,4
93,3.72,379,238,18.3,deep,0.614,1541,497,1920,735,4
94,3.76,220,120,17.4,deep,0.926,812,590,1032,710,4
94,3.76,252,161,21.2,very_deep,0.647,1028,331,1280,492,5
94,3.76,279,149,17.3,deep,0.928,1011,738,1290,887,4
94,3.76,315,200,18.9,deep,0.660,1285,415,1600,615,4
94,3.76,330,179,17.5,deep,0.927,1217,886,1547,1065,4
94,3.76,379,241,19.3,deep,0.639,1541,497,1920,738,4
95,3.80,303,154,18.6,deep,0.800,0,386,303,540,4
95,3.80,230,163,19.9,deep,0.591,1050,332,1280,495,4
95,3.80,381,192,18.6,deep,0.810,0,483,381,675,4
95,3.80,288,205,21.0,very_deep,0.607,1312,415,1600,620,5
95,3.80,457,230,17.4,deep,0.807,0,580,457,810,4
95,3.80,347,246,19.6,deep,0.604,1573,497,1920,743,4
96,3.84,306,161,17.8,deep,0.754,0,391,306,552,4
96,3.84,227,167,22.8,very_deep,0.557,1053,333,1280,500,5
96,3.84,382,202,18.3,deep,0.765,0,488,382,690,4
96,3.84,283,208,20.5,very_deep,0.560,1317,417,1600,625,5
96,3.84,458,241,19.2,deep,0.766,0,587,458,828,4
96,3.84,339,249,21.2,very_deep,0.563,1581,501,1920,750,5
97,3.88,84,42,21.3,very_deep,0.771,757,321,841,363,5
97,3.88,300,164,18.6,deep,0.763,0,397,300,561,4
97,3.88,215,166,21.7,very_deep,0.512,1065,340,1280,506,5
97,3.88,376,205,19.4,deep,0.757,0,496,376,701,4
97,3.88,269,206,21.2,very_deep,0.516,1331,426,1600,632,5
97,3.88,125,64,19.3,deep,0.755,1137,481,1262,545,4
97,3.88,451,245,18.3,deep,0.755,0,596,451,841,4
97,3.88,323,252,20.9,very_deep,0.515,1597,508,1920,760,5
98,3.92,285,180,18.3,deep,0.833,0,402,285,582,4
98,3.92,200,146,22.6,very_deep,0.608,1078,356,1278,502,5
98,3.92,357,225,16.8,deep,0.830,0,502,357,727,4
98,3.92,251,181,19.6,deep,0.581,1347,445,1598,626,4
98,3.92,428,269,16.5,deep,0.829,0,603,428,872,4
98,3.92,301,219,20.7,very_deep,0.583,1617,533,1918,752,5
99,3.96,280,193,18.1,deep,0.832,0,405,280,598,4
99,3.96,197,149,19.8,deep,0.657,1081,356,1278,505,4
99,3.96,351,242,16.7,deep,0.821,0,506,351,748,4
99,3.96,247,184,21.9,very_deep,0.647,1351,447,1598,631,5
99,3.96,423,274,18.1,deep,0.822,0,618,423,892,4
99,3.96,297,221,19.0,deep,0.645,1621,536,1918,757,4
100,4.00,278,197,17.3,deep,0.829,0,411,278,608,4
100,4.00,195,154,19.3,deep,0.707,1083,358,1278,512,4
100,4.00,350,248,18.0,deep,0.816,0,513,350,761,4
100,4.00,110,55,21.6,very_deep,0.744,961,418,1071,473,5
100,4.00,243,191,18.7,deep,0.698,1355,450,1598,641,4
100,4.00,420,296,16.3,deep,0.815,0,616,420,912,4
100,4.00,132,66,21.2,very_deep,0.736,1153,502,1285,568,5
100,4.00,292,228,19.2,deep,0.697,1626,540,1918,768,4
101,4.04,275,194,18.0,deep,0.813,0,421,275,615,4
101,4.04,84,43,20.8,very_deep,0.744,772,338,856,381,5
101,4.04,183,156,19.1,deep,0.685,1095,361,1278,517,4
101,4.04,345,241,18.9,deep,0.812,0,527,345,768,4
101,4.04,227,194,20.8,very_deep,0.683,1371,452,1598,646,5
101,4.04,413,290,19.1,deep,0.816,0,632,413,922,4
101,4.04,273,234,17.9,deep,0.686,1645,542,1918,776,4
102,4.08,259,210,18.0,deep,0.882,3,432,262,642,4
102,4.08,168,152,22.0,very_deep,0.659,1112,365,1280,517,5
102,4.08,325,261,18.9,deep,0.875,5,541,330,802,4
102,4.08,210,192,20.4,very_deep,0.666,1390,455,1600,647,5
102,4.08,390,315,15.7,medium,0.877,6,648,396,963,3
102,4.08,252,231,21.3,very_deep,0.673,1668,546,1920,777,5
103,4.12,265,218,19.8,deep,0.864,0,437,265,655,4
103,4.12,89,45,19.4,deep,0.783,783,351,872,396,4
103,4.12,165,151,20.7,very_deep,0.701,1115,370,1280,521,5
103,4.12,331,271,19.5,deep,0.851,0,547,331,818,4
103,4.12,205,189,19.4,deep,0.712,1395,462,1600,651,4
103,4.12,397,326,16.7,deep,0.855,0,656,397,982,4
103,4.12,247,229,19.4,deep,0.722,1673,553,1920,782,4
104,4.16,253,228,19.7,deep,0.876,2,442,255,670,4
104,4.16,155,141,21.5,very_deep,0.649,1125,381,1280,522,5
104,4.16,317,284,19.0,deep,0.884,3,553,320,837,4
104,4.16,194,175,21.1,very_deep,0.648,1406,477,1600,652,5
104,4.16,382,341,18.8,deep,0.888,3,665,385,1006,4
104,4.16,233,211,21.8,very_deep,0.651,1687,572,1920,783,5
105,4.20,236,237,19.3,deep,0.901,5,460,241,697,4
105,4.20,137,136,21.7,very_deep,0.664,1143,390,1280,526,5
105,4.20,295,297,18.0,deep,0.894,6,575,301,872,4
105,4.20,170,172,19.5,deep,0.686,1430,486,1600,658,4
105,4.20,354,357,16.8,deep,0.892,7,690,361,1047,4
105,4.20,204,207,21.9,very_deep,0.687,1716,583,1920,790,5
106,4.24,232,246,17.9,deep,0.922,3,467,235,713,4
106,4.24,125,140,20.9,very_deep,0.765,1155,392,1280,532,5
106,4.24,291,306,17.2,deep,0.914,5,585,296,891,4
106,4.24,157,175,21.6,very_deep,0.767,1443,491,1600,666,5
106,4.24,349,368,17.4,deep,0.914,6,702,355,1070,4
106,4.24,187,208,21.3,very_deep,0.765,1733,590,1920,798,5
107,4.28,228,244,16.9,deep,0.902,5,476,233,720,4
107,4.28,94,47,20.3,very_deep,0.828,803,373,897,420,5
107,4.28,120,145,22.2,very_deep,0.717,1160,397,1280,542,5
107,4.28,287,305,18.1,deep,0.909,6,595,293,900,4
107,4.28,150,183,19.2,deep,0.718,1450,497,1600,680,4
107,4.28,345,367,16.3,deep,0.911,7,713,352,1080,4
107,4.28,180,220,21.6,very_deep,0.717,1740,596,1920,816,5
108,4.32,215,230,18.4,deep,0.926,3,490,218,720,4
108,4.32,98,142,22.7,very_deep,0.583,1180,401,1278,543,5
108,4.32,268,288,17.9,deep,0.925,5,612,273,900,4
108,4.32,122,178,20.8,very_deep,0.577,1476,502,1598,680,5
108,4.32,322,344,16.4,deep,0.923,5,736,327,1080,4
108,4.32,147,213,20.0,deep,0.578,1771,603,1918,816,4
109,4.36,210,219,19.5,deep,0.891,3,501,213,720,4
109,4.36,101,52,19.0,deep,0.851,817,385,918,437,4
109,4.36,93,109,22.8,very_deep,0.442,1185,413,1278,522,5
109,4.36,265,274,18.6,deep,0.896,3,626,268,900,4
109,4.36,128,65,18.9,deep,0.853,1020,482,1148,547,4
109,4.36,118,135,24.8,very_deep,0.438,1480,517,1598,652,5
109,4.36,317,328,16.4,deep,0.899,5,752,322,1080,4
109,4.36,155,79,17.1,deep,0.856,1223,578,1378,657,4
109,4.36,142,162,22.1,very_deep,0.443,1776,621,1918,783,5
110,4.40,203,212,18.1,deep,0.889,0,508,203,720,4
110,4.40,100,50,20.8,very_deep,0.779,823,393,923,443,5
110,4.40,83,105,22.5,very_deep,0.449,1197,417,1280,522,5
110,4.40,255,264,18.6,deep,0.886,0,636,255,900,4
110,4.40,102,131,21.2,very_deep,0.454,1498,521,1600,652,5
110,4.40,306,317,17.8,deep,0.886,0,763,306,1080,4
110,4.40,123,157,20.6,very_deep,0.440,1797,626,1920,783,5
111,4.44,201,204,18.6,deep,0.765,0,516,201,720,4
111,4.44,64,97,23.9,very_deep,0.388,1213,425,1277,522,5
111,4.44,252,255,20.4,very_deep,0.754,0,645,252,900,5
111,4.44,79,122,25.4,critical,0.387,1518,531,1597,653,6
111,4.44,302,305,18.2,deep,0.756,0,775,302,1080,4
111,4.44,95,147,23.6,very_deep,0.386,1822,638,1917,785,5
