Frame,Timestamp,Width_px,Height_px,Depth_cm,Category,Confidence,X1,Y1,X2,Y2,Priority
91,3.64,259,150,21.8,very_deep,0.655,1020,325,1279,475,5
91,3.64,70,44,23.4,very_deep,0.319,1210,530,1280,574,5
92,3.68,208,112,19.7,deep,0.918,805,566,1013,678,4
92,3.68,254,151,18.8,deep,0.665,1025,328,1279,479,4
92,3.68,45,40,25.9,critical,0.387,1235,552,1280,592,6
93,3.72,220,127,18.1,deep,0.936,811,576,1031,703,4
93,3.72,253,158,21.9,very_deep,0.627,1027,332,1280,490,5
93,3.72,135,75,23.0,very_deep,0.305,1,592,136,667,5
94,3.76,223,119,18.9,deep,0.928,809,591,1032,710,4
94,3.76,252,160,18.5,deep,0.660,1028,332,1280,492,4
95,3.80,305,153,18.8,deep,0.810,0,387,305,540,4
95,3.80,230,164,22.1,very_deep,0.607,1050,332,1280,496,5
96,3.84,306,161,20.1,very_deep,0.765,0,391,306,552,5
96,3.84,226,166,20.5,very_deep,0.560,1054,334,1280,500,5
97,3.88,301,164,18.8,deep,0.757,0,397,301,561,4
97,3.88,84,42,21.5,very_deep,0.756,758,321,842,363,5
97,3.88,215,165,20.9,very_deep,0.516,1065,341,1280,506,5
98,3.92,286,180,17.4,deep,0.830,0,402,286,582,4
98,3.92,201,145,22.5,very_deep,0.581,1078,356,1279,501,5
99,3.96,281,194,20.2,very_deep,0.821,0,405,281,599,5
99,3.96,198,147,22.2,very_deep,0.647,1081,358,1279,505,5
100,4.00,280,198,19.2,deep,0.816,0,411,280,609,4
100,4.00,88,44,21.9,very_deep,0.744,769,335,857,379,5
100,4.00,195,153,19.9,deep,0.698,1084,360,1279,513,4
101,4.04,276,193,17.3,deep,0.812,0,422,276,615,4
101,4.04,182,155,19.6,deep,0.683,1097,362,1279,517,4
102,4.08,260,209,17.2,deep,0.875,4,433,264,642,4
102,4.08,168,154,19.6,deep,0.666,1112,364,1280,518,4
103,4.12,265,217,18.7,deep,0.851,0,438,265,655,4
103,4.12,164,151,21.5,very_deep,0.712,1116,370,1280,521,5
104,4.16,253,227,19.2,deep,0.884,3,443,256,670,4
104,4.16,155,140,22.2,very_deep,0.648,1125,382,1280,522,5
105,4.20,236,238,19.0,deep,0.894,5,460,241,698,4
105,4.20,136,138,20.2,very_deep,0.686,1144,389,1280,527,5
106,4.24,233,245,17.3,deep,0.914,4,468,237,713,4
106,4.24,125,140,21.2,very_deep,0.767,1155,393,1280,533,5
107,4.28,230,244,20.0,deep,0.909,5,476,235,720,4
107,4.28,120,146,20.9,very_deep,0.718,1160,398,1280,544,5
108,4.32,215,230,17.2,deep,0.925,4,490,219,720,4
108,4.32,98,142,20.5,very_deep,0.577,1181,402,1279,544,5
109,4.36,212,219,17.6,deep,0.896,3,501,215,720,4
109,4.36,103,52,18.6,deep,0.853,816,386,919,438,4
109,4.36,95,108,21.0,very_deep,0.438,1184,414,1279,522,5
110,4.40,204,211,18.2,deep,0.886,0,509,204,720,4
110,4.40,81,105,21.7,very_deep,0.454,1199,417,1280,522,5
111,4.44,202,204,19.4,deep,0.754,0,516,202,720,4
111,4.44,63,98,24.2,very_deep,0.387,1215,425,1278,523,5
112,4.48,107,59,20.2,very_deep,0.854,840,404,947,463,5
112,4.48,178,176,20.3,very_deep,0.655,0,544,178,720,5
113,4.52,116,58,20.2,very_deep,0.688,838,411,954,469,5
114,4.56,116,62,18.9,deep,0.745,846,415,962,477,4
115,4.60,121,70,20.1,very_deep,0.673,858,425,979,495,5
115,4.60,136,116,23.2,very_deep,0.475,1,603,137,719,5
116,4.64,92,46,19.4,deep,0.816,802,367,894,413,4
116,4.64,120,69,21.0,very_deep,0.762,869,431,989,500,5
117,4.68,132,71,18.3,deep,0.732,868,437,1000,508,4
117,4.68,122,86,20.3,very_deep,0.554,1,634,123,720,5
118,4.72,139,77,20.1,very_deep,0.697,878,448,1017,525,5
119,4.76,138,86,20.4,very_deep,0.749,890,452,1028,538,5
120,4.80,99,50,21.0,very_deep,0.768,822,390,921,440,5
120,4.80,135,81,21.6,very_deep,0.683,898,462,1033,543,5
121,4.84,147,87,19.7,deep,0.559,897,467,1044,554,4
122,4.88,149,96,20.4,very_deep,0.853,916,481,1065,577,5
122,4.88,424,257,21.5,very_deep,0.451,0,463,424,720,5
123,4.92,152,97,19.3,deep,0.769,922,490,1074,587,4
123,4.92,427,214,20.1,very_deep,0.436,0,483,427,697,5
124,4.96,106,53,17.9,deep,0.796,846,419,952,472,4
124,4.96,164,105,19.6,deep,0.690,926,496,1090,601,4
124,4.96,416,220,22.1,very_deep,0.419,0,497,416,717,5
125,5.00,173,111,18.4,deep,0.900,941,513,1114,624,4
126,5.04,114,58,19.4,deep,0.764,860,437,974,495,4
126,5.04,176,121,19.4,deep,0.764,949,522,1125,643,4
127,5.08,180,121,20.3,very_deep,0.860,959,532,1139,653,5
128,5.12,197,132,20.3,very_deep,0.877,970,555,1167,687,5
128,5.12,132,69,18.1,deep,0.743,865,452,997,521,4
129,5.16,212,143,19.7,deep,0.883,973,561,1185,704,4
130,5.20,200,136,19.6,deep,0.908,995,576,1195,712,4
131,5.24,220,130,20.2,very_deep,0.879,998,588,1218,718,5
134,5.36,155,81,20.4,very_deep,0.814,902,512,1057,593,5
135,5.40,170,86,18.6,deep,0.796,904,532,1074,618,4
136,5.44,156,93,17.7,deep,0.884,934,542,1090,635,4
137,5.48,156,95,20.4,very_deep,0.885,942,552,1098,647,5
138,5.52,182,102,18.7,deep,0.890,942,574,1124,676,4
139,5.56,187,115,18.1,deep,0.836,948,584,1135,699,4
140,5.60,174,113,17.7,deep,0.872,980,595,1154,708,4
141,5.64,176,104,17.0,deep,0.893,986,612,1162,716,4
145,5.80,61,31,24.4,very_deep,0.349,860,351,921,382,5
147,5.88,298,152,17.1,deep,0.830,0,447,298,599,4
148,5.92,296,151,18.8,deep,0.807,0,463,296,614,4
149,5.96,283,160,17.2,deep,0.774,0,470,283,630,4
150,6.00,280,162,19.5,deep,0.828,0,479,280,641,4
151,6.04,280,174,19.2,deep,0.776,1,483,281,657,4
152,6.08,263,173,19.1,deep,0.821,0,503,263,676,4
153,6.12,254,180,18.9,deep,0.822,0,511,254,691,4
153,6.12,69,36,19.7,deep,0.560,913,400,982,436,4
154,6.16,247,186,18.3,deep,0.841,2,518,249,704,4
155,6.20,225,173,19.4,deep,0.821,2,545,227,718,4
155,6.20,70,39,21.6,very_deep,0.414,933,417,1003,456,5
156,6.24,213,163,20.9,very_deep,0.770,1,557,214,720,5
156,6.24,77,40,19.3,deep,0.698,936,422,1013,462,4
157,6.28,198,148,18.7,deep,0.804,0,572,198,720,4
158,6.32,165,120,18.9,deep,0.737,1,596,166,716,4
158,6.32,82,41,21.8,very_deep,0.415,955,444,1037,485,5
159,6.36,130,107,22.3,very_deep,0.704,0,611,130,718,5
159,6.36,82,44,20.8,very_deep,0.399,962,451,1044,495,5
160,6.40,101,90,20.6,very_deep,0.566,0,627,101,717,5
160,6.40,87,47,22.1,very_deep,0.334,966,457,1053,504,5
161,6.44,89,45,24.2,very_deep,0.458,976,467,1065,512,5
162,6.48,85,48,21.5,very_deep,0.330,995,484,1080,532,5
163,6.52,90,49,21.0,very_deep,0.434,1004,492,1094,541,5
164,6.56,91,49,22.8,very_deep,0.416,1013,501,1104,550,5
165,6.60,90,53,24.6,very_deep,0.417,1038,522,1128,575,5
168,6.72,263,133,17.9,deep,0.700,1015,261,1278,394,4
170,6.80,261,135,18.3,deep,0.648,1017,265,1278,400,4
170,6.80,312,158,22.0,very_deep,0.485,64,545,376,703,5
171,6.84,259,139,21.5,very_deep,0.644,1019,268,1278,407,5
171,6.84,313,164,22.0,very_deep,0.321,47,551,360,715,5
172,6.88,253,142,20.5,very_deep,0.647,1026,272,1279,414,5
173,6.92,247,140,20.8,very_deep,0.681,1031,274,1278,414,5
173,6.92,189,97,19.1,deep,0.662,226,563,415,660,4
174,6.96,213,109,19.5,deep,0.712,209,566,422,675,4
174,6.96,245,141,19.4,deep,0.660,1034,276,1279,417,4
175,7.00,234,134,18.8,deep,0.659,1045,283,1279,417,4
176,7.04,227,131,18.0,deep,0.700,1052,286,1279,417,4
177,7.08,222,134,20.7,very_deep,0.714,1057,288,1279,422,5
178,7.12,213,137,17.6,deep,0.758,1066,289,1279,426,4
179,7.16,318,167,17.0,deep,0.891,74,440,392,607,4
179,7.16,204,136,18.1,deep,0.708,1075,290,1279,426,4
180,7.20,313,173,16.5,deep,0.842,73,445,386,618,4
180,7.20,202,136,20.7,very_deep,0.646,1077,292,1279,428,5
181,7.24,329,182,20.2,very_deep,0.782,51,450,380,632,5
181,7.24,199,134,18.7,deep,0.630,1080,293,1279,427,4
182,7.28,191,125,19.5,deep,0.615,1088,302,1279,427,4
182,7.28,324,207,18.6,deep,0.568,34,461,358,668,4
182,7.28,63,44,21.3,very_deep,0.464,0,206,63,250,5
183,7.32,359,203,19.8,deep,0.713,17,476,376,679,4
183,7.32,183,125,20.1,very_deep,0.605,1096,301,1279,426,5
183,7.32,61,45,21.9,very_deep,0.510,0,207,61,252,5
184,7.36,335,221,17.8,deep,0.717,2,476,337,697,4
184,7.36,180,121,22.6,very_deep,0.530,1099,304,1279,425,5
184,7.36,56,35,23.7,very_deep,0.459,0,212,56,247,5
185,7.40,361,221,18.0,deep,0.646,0,499,361,720,4
185,7.40,171,112,23.7,very_deep,0.523,1108,312,1279,424,5
185,7.40,48,33,23.0,very_deep,0.459,0,215,48,248,5
186,7.44,321,216,18.7,deep,0.600,0,504,321,720,4
186,7.44,169,105,23.8,very_deep,0.507,1110,317,1279,422,5
186,7.44,49,34,23.4,very_deep,0.405,0,215,49,249,5
187,7.48,163,100,18.9,deep,0.625,1116,318,1279,418,4
187,7.48,311,205,18.4,deep,0.576,0,515,311,720,4
187,7.48,37,32,24.8,very_deep,0.346,0,218,37,250,5
188,7.52,149,80,21.0,very_deep,0.675,1130,321,1279,401,5
188,7.52,118,59,20.3,very_deep,0.524,655,430,773,489,5
188,7.52,261,178,22.6,very_deep,0.504,0,542,261,720,5
188,7.52,33,29,24.3,very_deep,0.491,0,221,33,250,5
189,7.56,136,79,21.7,very_deep,0.672,1143,322,1279,401,5
189,7.56,123,67,21.4,very_deep,0.635,659,433,782,500,5
189,7.56,229,170,19.3,deep,0.517,3,550,232,720,4
189,7.56,30,31,22.0,very_deep,0.435,0,220,30,251,5
190,7.60,128,78,22.2,very_deep,0.722,1151,324,1279,402,5
190,7.60,26,32,22.5,very_deep,0.497,0,221,26,253,5
190,7.60,225,156,20.5,very_deep,0.427,2,564,227,720,5
191,7.64,217,142,19.8,deep,0.689,3,578,220,720,4
191,7.64,124,78,18.8,deep,0.674,1155,326,1279,404,4
191,7.64,113,71,21.9,very_deep,0.638,666,450,779,521,5
192,7.68,136,73,19.7,deep,0.712,668,469,804,542,4
192,7.68,115,61,19.8,deep,0.574,1164,336,1279,397,4
193,7.72,138,74,20.4,very_deep,0.771,672,479,810,553,5
193,7.72,98,73,22.6,very_deep,0.553,1182,336,1280,409,5
193,7.72,176,93,22.4,very_deep,0.308,1,626,177,719,5
194,7.76,131,82,20.8,very_deep,0.826,676,482,807,564,5
194,7.76,95,57,23.5,very_deep,0.429,1184,341,1279,398,5
195,7.80,146,81,19.4,deep,0.801,683,507,829,588,4
195,7.80,81,51,20.7,very_deep,0.420,1199,346,1280,397,5
196,7.84,153,94,17.3,deep,0.884,685,512,838,606,4
196,7.84,70,46,24.2,very_deep,0.513,1210,348,1280,394,5
197,7.88,152,95,19.6,deep,0.830,686,523,838,618,4
197,7.88,65,50,21.5,very_deep,0.481,1215,349,1280,399,5
198,7.92,151,100,18.2,deep,0.921,697,546,848,646,4
199,7.96,158,123,18.9,deep,0.900,699,552,857,675,4
200,8.00,164,100,18.8,deep,0.914,705,576,869,676,4
201,8.04,161,114,18.9,deep,0.931,709,578,870,692,4
202,8.08,169,106,20.8,very_deep,0.840,716,607,885,713,5
240,9.60,71,36,23.3,very_deep,0.338,1207,353,1278,389,5
259,10.36,133,67,21.3,very_deep,0.733,1147,516,1280,583,5
260,10.40,116,62,21.6,very_deep,0.414,1163,529,1279,591,5
261,10.44,107,71,22.4,very_deep,0.479,1172,532,1279,603,5
262,10.48,71,58,23.4,very_deep,0.521,1209,560,1280,618,5
269,10.76,159,83,19.7,deep,0.502,1120,333,1279,416,4
270,10.80,151,84,20.7,very_deep,0.519,1128,334,1279,418,5
271,10.84,148,78,19.4,deep,0.687,1130,340,1278,418,4
272,10.88,125,78,22.3,very_deep,0.603,1154,347,1279,425,5
273,10.92,120,77,21.5,very_deep,0.528,1159,348,1279,425,5
274,10.96,115,77,23.3,very_deep,0.571,1163,350,1278,427,5
275,11.00,267,139,19.6,deep,0.889,0,470,267,609,4
275,11.00,103,82,25.4,critical,0.362,1176,355,1279,437,6
276,11.04,255,145,17.8,deep,0.939,0,477,255,622,4
276,11.04,84,79,23.0,very_deep,0.556,1196,364,1280,443,5
277,11.08,249,154,17.8,deep,0.934,0,483,249,637,4
277,11.08,72,80,22.7,very_deep,0.301,1207,368,1279,448,5
278,11.12,234,162,19.1,deep,0.919,3,509,237,671,4
279,11.16,227,174,19.8,deep,0.912,5,513,232,687,4
280,11.20,219,172,17.4,deep,0.914,2,527,221,699,4
281,11.24,210,169,17.1,deep,0.893,1,541,211,710,4
282,11.28,194,157,20.2,very_deep,0.906,1,563,195,720,5
283,11.32,186,146,20.0,very_deep,0.931,0,574,186,720,5
284,11.36,170,129,19.5,deep,0.885,0,591,170,720,4
285,11.40,134,96,19.6,deep,0.810,2,624,136,720,4
286,11.44,134,78,19.4,deep,0.728,0,642,134,720,4
287,11.48,99,61,20.6,very_deep,0.703,0,659,99,720,5
341,13.64,240,125,18.5,deep,0.824,201,546,441,671,4
343,13.72,148,75,19.0,deep,0.702,1014,579,1162,654,4
